cpe,filename,file_upload
ZRH000552,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004232,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER003610,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH002220,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004792,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004791,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER003795,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004291,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004476,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000189,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004614,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000206,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004826,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004012,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000904,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004481,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004480,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004487,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004520,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000802,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000841,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000963,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER003967,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004367,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004016,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004746,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,"File Transfer Failed : @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@    WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!     @
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
IT IS POSSIBLE THAT SOMEONE IS DOING SOMETHING NASTY!
Someone could be eavesdropping on you right now (man-in-the-middle attack)!
It is also possible that a host key has just been changed.
The fingerprint for the ED25519 key sent by the remote host is
SHA256:DdWBlQrAqw+Kjp8A7F8BrDMCdVGyvS1IRABvLXL4mts.
Please contact your system administrator.
Add correct host key in /root/.ssh/known_hosts to get rid of this message.
Offending ED25519 key in /root/.ssh/known_hosts:223
  remove with:
  ssh-keygen -f ""/root/.ssh/known_hosts"" -R 192.168.28.212
Password authentication is disabled to avoid man-in-the-middle attacks.
Keyboard-interactive authentication is disabled to avoid man-in-the-middle attacks.
Permission denied (publickey,password).
rsync: connection unexpectedly closed (0 bytes received so far) [sender]
rsync error: unexplained error (code 255) at io.c(226) [sender=3.1.1]
"
ZRH000982,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004743,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ZRH000214,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004769,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005311,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005312,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004835,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004994,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005110,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004895,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005030,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005190,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004970,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004925,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004926,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,"File Transfer Failed : @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@    WARNING: REMOTE HOST IDENTIFICATION HAS CHANGED!     @
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
IT IS POSSIBLE THAT SOMEONE IS DOING SOMETHING NASTY!
Someone could be eavesdropping on you right now (man-in-the-middle attack)!
It is also possible that a host key has just been changed.
The fingerprint for the ED25519 key sent by the remote host is
SHA256:1SkOiH+DI4+SQ40KmOG4oKohyO+/Dbn22rzKEO4MIq8.
Please contact your system administrator.
Add correct host key in /root/.ssh/known_hosts to get rid of this message.
Offending ED25519 key in /root/.ssh/known_hosts:242
  remove with:
  ssh-keygen -f ""/root/.ssh/known_hosts"" -R 100.110.2.112
Password authentication is disabled to avoid man-in-the-middle attacks.
Keyboard-interactive authentication is disabled to avoid man-in-the-middle attacks.
Permission denied (publickey,password).
rsync: connection unexpectedly closed (0 bytes received so far) [sender]
rsync error: unexplained error (code 255) at io.c(226) [sender=3.1.1]
"
GER004868,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004962,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004846,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005307,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005306,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004829,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004828,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005308,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005323,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005126,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005104,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004888,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005211,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005216,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004891,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005183,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004918,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004935,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER004877,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005358,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005359,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005341,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005338,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005339,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005336,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005337,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005352,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005335,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005356,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005331,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005982,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006609,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006152,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006625,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005350,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005779,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005329,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005328,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005327,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005347,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005344,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005365,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005367,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005457,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006409,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005349,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005626,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005764,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER005762,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009888,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009889,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009499,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006939,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008468,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008789,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006723,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008629,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007006,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER011111,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008121,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009012,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009010,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009014,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008727,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER011224,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER011124,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007870,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006937,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007770,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007771,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012342,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009006,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009002,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009003,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008737,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009020,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009021,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009988,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009779,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOT000026,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOA000200,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000294,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER043814,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012987,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000023,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER045779,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012356,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOT000036,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012343,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER543267,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOT000035,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000403,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER022963,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000404,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER243771,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER024576,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER122334,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER122335,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012346,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012345,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER031212,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER234516,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000053,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000402,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000178,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER112233,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER112234,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOA000322,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000168,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000288,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000242,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO002590,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000080,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000085,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000658,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000082,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ003124,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO000050,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO000055,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO002588,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000345,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000670,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000024,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000908,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000291,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000292,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000965,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000943,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000900,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000888,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000667,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000981,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ001263,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000502,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000519,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000592,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000593,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
